Operation,Level,Operator,Time,Source,Terminal IP Address,Operation Object,Result,Details
query activity detail by id,Minor,,"	25/11/2025 11:27:19 +03:00",OSSFaceService,192.168.27.31,query activity detail by id,Successful,query activity detail by id
query current activity detail by id,Minor,,"	25/11/2025 11:27:19 +03:00",OSSFaceService,192.168.27.31,query current activity detail by id,Successful,query current activity detail by id
query current activity detail by id,Minor,,"	25/11/2025 11:27:19 +03:00",OSSFaceService,192.168.27.31,query current activity detail by id,Successful,query current activity detail by id
query current activities,Minor,,"	25/11/2025 11:27:19 +03:00",OSSFaceService,192.168.27.31,query current activities,Successful,query current activities
query activity detail by id,Minor,,"	25/11/2025 11:27:19 +03:00",OSSFaceService,192.168.27.31,query activity detail by id,Successful,query activity detail by id
query current activities,Minor,,"	25/11/2025 11:27:19 +03:00",OSSFaceService,192.168.27.31,query current activities,Successful,query current activities
query current activities,Minor,,"	25/11/2025 11:27:19 +03:00",OSSFaceService,192.168.27.31,query current activities,Successful,query current activities
query activities,Minor,,"	25/11/2025 11:27:19 +03:00",OSSFaceService,192.168.27.31,query activities,Successful,query activities
query current activities,Minor,,"	25/11/2025 11:27:18 +03:00",OSSFaceService,192.168.27.31,query current activities,Successful,query current activities
query activities,Minor,,"	25/11/2025 11:27:18 +03:00",OSSFaceService,192.168.27.31,query activities,Successful,query activities
query current activities,Minor,,"	25/11/2025 11:27:18 +03:00",OSSFaceService,192.168.27.31,query current activities,Successful,query current activities
Save Signaling,Minor,,"	25/11/2025 11:27:18 +03:00",Fars Service,192.168.27.31,Trace Task Name:20251125_092423,Successful,"Trace Type: S1X2Uu Union Interface Trace
Trace Task Name: 20251125_092423
Save Signaling: 20251125_092423_1409-UL_Kufranjeh_PE_EBand_TASC_O_S1X2Uu_Union_Interface_Trace_20251125_112715.xlsx
"
Subscribe Result,Warning,,"	25/11/2025 11:27:16 +03:00",Fars Service,192.168.27.14,Trace Task Name:20251125_112404,Successful,"Function:[Trace Management][Subscribe] 
NeType:BTS3900 
Trace Type:DL RSRP/RSRQ Monitoring 
Trace ID:154345 
Task Name:20251125_112404 
Creator:Emran.Zaarir 
NE List:2871-UL_Delail_Mshairfeh_North_TASC_O 
Source:System 
Error Cause:N/A 
Remarks:
"
Query Result,Warning,,"	25/11/2025 11:27:15 +03:00",Fars Service,192.168.27.31,Trace Task Name:20251125_092423,Successful,"Function:[Trace Management][Query Data] 
NeType:BTS3900 
Trace Type:S1X2Uu Union Interface Trace 
Trace ID:154330 
Task Name:20251125_092423 
Creator:ahmad.hajdawood 
NE List:1409-UL_Kufranjeh_PE_EBand_TASC_O 
Source:System 
Error Cause:N/A 
Remarks:
"
Create Trace Task,Minor,,"	25/11/2025 11:27:09 +03:00",Fars Service,192.168.27.14,Trace Task Name:20251125_112404,Successful,"Function:[Trace Management][Task Management] 
NeType:BTS3900 
Trace Type:DL RSRP/RSRQ Monitoring 
Trace ID:154345 
Task Name:20251125_112404 
Creator:Emran.Zaarir 
NE List:2871-UL_Delail_Mshairfeh_North_TASC_O 
Source:System 
Error Cause:N/A 
Remarks:
"
Query Result,Warning,,"	25/11/2025 11:27:06 +03:00",Fars Service,192.168.27.31,Trace Task Name:20251125_092423,Successful,"Function:[Trace Management][Query Data] 
NeType:BTS3900 
Trace Type:S1X2Uu Union Interface Trace 
Trace ID:154330 
Task Name:20251125_092423 
Creator:ahmad.hajdawood 
NE List:1409-UL_Kufranjeh_PE_EBand_TASC_O 
Source:System 
Error Cause:N/A 
Remarks:
"
Unregister NE,Minor,,"	25/11/2025 11:22:25 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:25 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST RRUCHAIN:; Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:24 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:24 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:23 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST SECTOREQM: SECTOREQMID=44; Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:23 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:22 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:22 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST EUCELLSECTOREQM: LocalCellId=7; Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:21 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:21 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:21 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:20 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST RRUCHAIN:; Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:20 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:20 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,"Function:[Northbound Interface][MML Interface]DSP ELABEL:DEVTYPE=BOARD,CN=0,SRN=83,SN=0; Interactive protocol is : TELNET"
Send MML Command,Minor,,"	25/11/2025 11:22:20 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST RRUCHAIN:; Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:20 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:20 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:20 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:20 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:19 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST RRUCHAIN:; Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:19 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:19 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:19 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:19 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST RRUCHAIN:; Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:19 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST SECTOREQM: SECTOREQMID=43; Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:19 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST RRUCHAIN:; Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:19 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:19 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:19 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:18 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST SECTOREQM: SECTOREQMID=77; Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:18 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:18 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:18 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:18 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST SECTOREQM: SECTOREQMID=72; Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:18 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:18 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:17 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST SECTOREQM: SECTOREQMID=42; Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:17 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST EUCELLSECTOREQM: LocalCellId=3; Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:17 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:17 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:17 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:17 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST SECTOREQM: SECTOREQMID=73; Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:17 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:17 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:17 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:17 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:16 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST EUCELLSECTOREQM: LocalCellId=77; Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:16 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST EUCELLSECTOREQM: LocalCellId=72; Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:16 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:16 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:16 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:16 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:16 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST EUCELLSECTOREQM: LocalCellId=2; Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:16 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,"Function:[Northbound Interface][MML Interface]DSP ELABEL:DEVTYPE=BOARD,CN=0,SRN=82,SN=0; Interactive protocol is : TELNET"
Unregister NE,Minor,,"	25/11/2025 11:22:16 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:15 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:15 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]LST EUCELLSECTOREQM: LocalCellId=73; Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:15 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:15 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,"Function:[Northbound Interface][MML Interface]DSP ELABEL:DEVTYPE=BOARD,CN=0,SRN=63,SN=0; Interactive protocol is : TELNET"
Send MML Command,Minor,,"	25/11/2025 11:22:15 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,"Function:[Northbound Interface][MML Interface]DSP ELABEL:DEVTYPE=BOARD,CN=0,SRN=83,SN=0; Interactive protocol is : TELNET"
Register NE,Minor,,"	25/11/2025 11:22:15 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:15 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:15 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,"Function:[Northbound Interface][MML Interface]DSP ELABEL:DEVTYPE=BOARD,CN=0,SRN=61,SN=0; Interactive protocol is : TELNET"
Register NE,Minor,,"	25/11/2025 11:22:15 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:14 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:14 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,"Function:[Northbound Interface][MML Interface]DSP ELABEL:DEVTYPE=BOARD,CN=0,SRN=81,SN=0; Interactive protocol is : TELNET"
Unregister NE,Minor,,"	25/11/2025 11:22:14 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:14 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,"Function:[Northbound Interface][MML Interface]DSP ELABEL:DEVTYPE=BOARD,CN=0,SRN=62,SN=0; Interactive protocol is : TELNET"
Send MML Command,Minor,,"	25/11/2025 11:22:10 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,"Function:[Northbound Interface][MML Interface]DSP ELABEL:DEVTYPE=BOARD,CN=0,SRN=82,SN=0; Interactive protocol is : TELNET"
Register NE,Minor,,"	25/11/2025 11:22:10 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:10 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,"Function:[Northbound Interface][MML Interface]DSP ELABEL:DEVTYPE=BOARD,CN=0,SRN=63,SN=0; Interactive protocol is : TELNET"
Send MML Command,Minor,,"	25/11/2025 11:22:09 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,"Function:[Northbound Interface][MML Interface]DSP ELABEL:DEVTYPE=BOARD,CN=0,SRN=61,SN=0; Interactive protocol is : TELNET"
Unregister NE,Minor,,"	25/11/2025 11:22:09 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:09 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:09 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]DSP CELLPHYTOPO:LOCALCELLID=7; Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:09 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:09 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,"Function:[Northbound Interface][MML Interface]DSP ELABEL:DEVTYPE=BOARD,CN=0,SRN=81,SN=0; Interactive protocol is : TELNET"
Register NE,Minor,,"	25/11/2025 11:22:09 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:09 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:08 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]DSP CELLPHYTOPO:LOCALCELLID=3; Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:08 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:08 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,"Function:[Northbound Interface][MML Interface]DSP ELABEL:DEVTYPE=BOARD,CN=0,SRN=62,SN=0; Interactive protocol is : TELNET"
Unregister NE,Minor,,"	25/11/2025 11:22:08 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:08 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:08 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:08 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]DSP CELLPHYTOPO:LOCALCELLID=77; Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:08 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:08 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]DSP CELLPHYTOPO:LOCALCELLID=72; Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:07 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Register NE,Minor,,"	25/11/2025 11:22:07 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Register NE Successfully Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:07 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Unregister NE,Minor,,"	25/11/2025 11:22:07 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]Success Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:06 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]DSP CELLPHYTOPO:LOCALCELLID=2; Interactive protocol is : TELNET
Send MML Command,Minor,,"	25/11/2025 11:22:06 +03:00",NMSMMLServer,10.119.29.69,6290-UL_Reisheh_Gharandal_Scl_Bk_TASC_O,Successful,Function:[Northbound Interface][MML Interface]DSP CELLPHYTOPO:LOCALCELLID=73; Interactive protocol is : TELNET
